person_external_id,person_fullname,person_firstname,person_lastname,person_party_fr,person_website_parliament_url_fr,person_image_url,person_birthday,person_occupation_fr,person_gender,person_function_latest_fr
96,Jean-Marie Voumard,Jean-Marie,Voumard,MCG,https://ge.ch/grandconseil/gc/depute/96/,https://ge.ch/grandconseil/data/deputes/depute_photo_16bc2527ec93720c75f67c02d1e4b903.jpg,1963-01-01,Retraité,m,Député
69,Guy Mettan,Guy,Mettan,UDC,https://ge.ch/grandconseil/gc/depute/69/,https://ge.ch/grandconseil/data/deputes/depute_photo_732a3c977d2d3c4f88dc2fa82998f69a.jpg,1956-01-01,Journaliste,m,Député
56,Christo Ivanov,Christo,Ivanov,UDC,https://ge.ch/grandconseil/gc/depute/56/,https://ge.ch/grandconseil/data/deputes/depute_photo_dc69c4eda836cb6b574ca1f6884924bd.jpg,1959-01-01,Chef d’entreprise (indépendant),m,Député
57,Jacques Jeannerat,Jacques,Jeannerat,LJS,https://ge.ch/grandconseil/gc/depute/57/,https://ge.ch/grandconseil/data/deputes/depute_photo_f92bc72cb5550acc004c22bf354b3553.jpg,1958-01-01,Retraité,m,Député
564,Alberto Velasco,Alberto,Velasco,S,https://ge.ch/grandconseil/gc/depute/564/,https://ge.ch/grandconseil/data/deputes/depute_photo_28eab79ec1989a4c30c50c4373690a06.jpg,1947-01-01,"Ingénieur, Retraité",m,Député
551,Charles Poncet,Charles,Poncet,Ind,https://ge.ch/grandconseil/gc/depute/551/,https://ge.ch/grandconseil/data/deputes/depute_photo_6f7523d94c90afde043c930e0507d4c9.jpg,1946-01-01,"Avocat, Poncet Sàrl",m,Député
460,Yves Nidegger,Yves,Nidegger,UDC,https://ge.ch/grandconseil/gc/depute/460/,https://ge.ch/grandconseil/data/deputes/depute_photo_9e0f96e3fb5ea37e2c64de8a59363f41.jpg,1957-01-01,Avocat,m,Député
38,Stéphane Florey,Stéphane,Florey,UDC,https://ge.ch/grandconseil/gc/depute/38/,https://ge.ch/grandconseil/data/deputes/depute_photo_7aae6810c17db97b9cfef49149f3cefc.jpg,1970-01-01,"Conducteur aux TPG, Transports publics genevois",m,Député
35,Marc Falquet,Marc,Falquet,UDC,https://ge.ch/grandconseil/gc/depute/35/,https://ge.ch/grandconseil/data/deputes/depute_photo_f764c9684f6d5194410fb480f452ccd5.jpg,1960-01-01,sans,m,Député
2555,Anne Carron,Anne,Carron,LC,https://ge.ch/grandconseil/gc/depute/2555/,https://ge.ch/grandconseil/data/deputes/depute_photo_8e75120d46bc6d0e7b5b8bf6b8ce4c2a.jpg,1965-01-01,Politologue,f,Députée suppléante
2554,Stéphane Fontaine,Stéphane,Fontaine,MCG,https://ge.ch/grandconseil/gc/depute/2554/,https://ge.ch/grandconseil/data/deputes/depute_photo_1de431b99b33b40d54be0dfa31e80dce.jpg,1976-01-01,Chauffeur TPG,m,Député suppléant
2551,Gabrielle Le Goff,Gabrielle,Le Goff,MCG,https://ge.ch/grandconseil/gc/depute/2551/,https://ge.ch/grandconseil/data/deputes/depute_photo_ba0c7195fbaf3eccb5f36be678bed25e.jpg,1976-01-01,Chauffeur de Taxi,f,Députée suppléante
2552,Christine Jeanneret,Christine,Jeanneret,LJS,https://ge.ch/grandconseil/gc/depute/2552/,https://ge.ch/grandconseil/data/deputes/depute_photo_c97983f25afa5c59d459d0f9aed69954.jpg,1982-01-01,Foraine,f,Députée suppléante
2550,Christian Steiner,Christian,Steiner,MCG,https://ge.ch/grandconseil/gc/depute/2550/,https://ge.ch/grandconseil/data/deputes/depute_photo_4fd41d9e7eb3bda15c1502833f1ced39.jpg,1957-01-01,Retraité,m,Député
2547,Thomas Bruchez,Thomas,Bruchez,S,https://ge.ch/grandconseil/gc/depute/2547/,https://ge.ch/grandconseil/data/deputes/depute_photo_bf9dd1833bf7c80504c1bde04d84c7bd.jpg,1998-01-01,"Etudiant en droit et coursier à vélo, Factotum",m,Député suppléant
2548,Philippe Meyer,Philippe,Meyer,PLR,https://ge.ch/grandconseil/gc/depute/2548/,https://ge.ch/grandconseil/data/deputes/depute_photo_c5e78b10561ba7f220ab4f7a2e3e131b.jpg,1972-01-01,"Responsable de département, PRO",m,Député suppléant
2545,Oriana Brücker,Oriana,Brücker,S,https://ge.ch/grandconseil/gc/depute/2545/,https://ge.ch/grandconseil/data/deputes/depute_photo_0177854bc73817054394dc9ef7d21442.jpg,1974-01-01,"Philosophe-éthicienne, Maître d’enseignement HES, HETSL (Haute école de travail social et de la santé de Lausanne)",f,Députée suppléante
2543,Francisco Taboada,Francisco,Taboada,LJS,https://ge.ch/grandconseil/gc/depute/2543/,https://ge.ch/grandconseil/data/deputes/depute_photo_7830bdfdae75fde7580c374ead7dcdbc.jpg,1976-01-01,"Athlète paralympique, -",m,Député
2542,Sami Gashi,Sami,Gashi,MCG,https://ge.ch/grandconseil/gc/depute/2542/,https://ge.ch/grandconseil/data/deputes/depute_photo_b1474e301000bba9124c5b1709cf4fee.jpg,1959-01-01,Consultant,m,Député
2544,Darius Azarpey,Darius,Azarpey,PLR,https://ge.ch/grandconseil/gc/depute/2544/,https://ge.ch/grandconseil/data/deputes/depute_photo_9ca6f0e20368aedcf6bbcfe50251ad12.jpg,1993-01-01,"Chef de projet en ressources humaines, Migros Genève",m,Député suppléant
2539,Daniel Noël,Daniel,Noël,UDC,https://ge.ch/grandconseil/gc/depute/2539/,https://ge.ch/grandconseil/data/deputes/depute_photo_b24d394ca78777b43b9e20bf8380a256.jpg,1958-01-01,Electricien,m,Député suppléant
2538,Thierry Arn,Thierry,Arn,LC,https://ge.ch/grandconseil/gc/depute/2538/,https://ge.ch/grandconseil/data/deputes/depute_photo_2a686f2ce58b3a3d40c48ab34b3f5896.jpg,1985-01-01,"Inspecteur de police judiciaire, Etat de Genève",m,Député
2537,Sebastian Aeschbach,Sebastian,Aeschbach,PLR,https://ge.ch/grandconseil/gc/depute/2537/,https://ge.ch/grandconseil/data/deputes/depute_photo_dad08b94924c4e0eca7762e5f68a736d.jpg,1979-01-01,"Entrepreneur, Naturalex et LMS Partners",m,Député suppléant
2540,Céline Bartolomucci,Céline,Bartolomucci,Ve,https://ge.ch/grandconseil/gc/depute/2540/,https://ge.ch/grandconseil/data/deputes/depute_photo_81751d81b0b24a289cf1c07f55cfa3e7.jpg,1980-01-01,"Cheffe de projet en environnement, Ville de Nyon",f,Députée suppléante
2535,Léo Peterschmitt,Léo,Peterschmitt,Ve,https://ge.ch/grandconseil/gc/depute/2535/,https://ge.ch/grandconseil/data/deputes/depute_photo_ff3cb5bc761fc0fe5328401f24454b1b.jpg,1997-01-01,Etudiant en médecine,m,Député
2534,Julien Ramu,Julien,Ramu,UDC,https://ge.ch/grandconseil/gc/depute/2534/,https://ge.ch/grandconseil/data/deputes/depute_photo_2c761f2c1e06f8808d0c9f46f450c452.jpg,1978-01-01,Vigneron,m,Député
2533,Angèle-Marie Habiyakare,Angèle-Marie,Habiyakare,Ve,https://ge.ch/grandconseil/gc/depute/2533/,https://ge.ch/grandconseil/data/deputes/depute_photo_a42147f729e5cee96bc61a27d64d134a.jpg,2001-01-01,Etudiante en bachelor physique (UNIGE),f,Députée
2536,Matthieu Jotterand,Matthieu,Jotterand,S,https://ge.ch/grandconseil/gc/depute/2536/,https://ge.ch/grandconseil/data/deputes/depute_photo_be97ddeaed8709f5e5a8970334301f73.jpg,1991-01-01,"Mécanicien de locomotive, CFF",m,Député
2531,Cédric Jeanneret,Cédric,Jeanneret,Ve,https://ge.ch/grandconseil/gc/depute/2531/,https://ge.ch/grandconseil/data/deputes/depute_photo_9e3a164707c92afefac91c374b49c047.jpg,1967-01-01,"Expert économie énergie, SIG",m,Député
2529,Michael Andersen,Michael,Andersen,UDC,https://ge.ch/grandconseil/gc/depute/2529/,https://ge.ch/grandconseil/data/deputes/depute_photo_ccbf74f943a1836bcf7d50df01b42f97.jpg,1991-01-01,"Conseiller en fiscalité, Deloitte",m,Député
2527,Leonard Ferati,Leonard,Ferati,S,https://ge.ch/grandconseil/gc/depute/2527/,https://ge.ch/grandconseil/data/deputes/depute_photo_084ef4b104b2e0d17a2ea42174eb4612.jpg,1994-01-01,"Directeur adjoint de structure éducative, Fondation Officielle de la jeunesse",m,Député
2525,Julien Nicolet-dit-Félix,Julien,Nicolet-dit-Félix,Ve,https://ge.ch/grandconseil/gc/depute/2525/,https://ge.ch/grandconseil/data/deputes/depute_photo_fe788bd75b6376449896723aeeac020c.jpg,1974-01-01,"Enseignant secondaire, DIP Etat de Genève",m,Député
2528,Florian Dugerdil,Florian,Dugerdil,UDC,https://ge.ch/grandconseil/gc/depute/2528/,https://ge.ch/grandconseil/data/deputes/depute_photo_1283c3aaf0cf95b5905c9cae72743f10.jpg,1983-01-01,"Responsable d’agence bancaire et agriculteur, Banque Raiffeisen Région Genève Rhône",m,Député
2526,Djawed Sangdel,Djawed,Sangdel,LJS,https://ge.ch/grandconseil/gc/depute/2526/,https://ge.ch/grandconseil/data/deputes/depute_photo_70122df9ff829a696053354ae247cad5.jpg,1979-01-01,"Professeur et directeur d’université, Swiss UMEF University of Applied Sciences Institute",m,Député
2523,Lionel Dugerdil,Lionel,Dugerdil,UDC,https://ge.ch/grandconseil/gc/depute/2523/,https://ge.ch/grandconseil/data/deputes/depute_photo_c1376637d908be2cd8c5c1eeb5163fc4.jpg,1981-01-01,"Vigneron-encaveur, Agriculteur",m,Député
2521,Sophie Bobillier,Sophie,Bobillier,Ve,https://ge.ch/grandconseil/gc/depute/2521/,https://ge.ch/grandconseil/data/deputes/depute_photo_8e80a2c4bf02b74d0a8ced407cda1791.jpg,1990-01-01,Avocate,f,Députée
2524,Louise Trottet,Louise,Trottet,Ve,https://ge.ch/grandconseil/gc/depute/2524/,https://ge.ch/grandconseil/data/deputes/depute_photo_7c78893618d3082f3979f3f55e2a7726.jpg,1993-01-01,"Médecin, Clinique et permanence d’Onex",f,Députée
2522,Raphaël Dunand,Raphaël,Dunand,LJS,https://ge.ch/grandconseil/gc/depute/2522/,https://ge.ch/grandconseil/data/deputes/depute_photo_6cc04578b1eb414a12e64dcfabc5b6f8.jpg,1983-01-01,Viticulteur,m,Député
2519,Sophie Demaurex,Sophie,Demaurex,S,https://ge.ch/grandconseil/gc/depute/2519/,https://ge.ch/grandconseil/data/deputes/depute_photo_d2aa31af937bdf14d1b46b3c8eff5e7b.jpg,1968-01-01,"Directrice institution de la petite enfance & Sage-femme, Groupement intercommunal AFJ Rhône-Sud",f,Députée
2520,Laura Mach,Laura,Mach,Ve,https://ge.ch/grandconseil/gc/depute/2520/,https://ge.ch/grandconseil/data/deputes/depute_photo_c72a2340a607beb10a5b8a0ece747217.jpg,1968-01-01,Pédopsychiatre en cabinet privé,f,Députée
2518,Lara Atassi,Lara,Atassi,Ve,https://ge.ch/grandconseil/gc/depute/2518/,https://ge.ch/grandconseil/data/deputes/depute_photo_b3e7111beb832e38a729a636cae3b96e.jpg,1998-01-01,Etudiante (UNIGE),f,Députée
2517,Stefan Balaban,Stefan,Balaban,LJS,https://ge.ch/grandconseil/gc/depute/2517/,https://ge.ch/grandconseil/data/deputes/depute_photo_0741bb2d980b5308b63fb5158880590d.jpg,1994-01-01,"Fiduciaire, Fiduciaire HelvExpert SA",m,Député
2515,Geoffray Sirolli,Geoffray,Sirolli,PLR,https://ge.ch/grandconseil/gc/depute/2515/,https://ge.ch/grandconseil/data/deputes/depute_photo_aabbf06eae03dba9ceaea7effed49115.jpg,1990-01-01,Agriculteur-Maraîcher,m,Député
2516,Vincent Canonica,Vincent,Canonica,LJS,https://ge.ch/grandconseil/gc/depute/2516/,https://ge.ch/grandconseil/data/deputes/depute_photo_72b26f50652eb83c14e5d0a234717b2c.jpg,1972-01-01,"Chef d’entreprise, Canonica SA",m,Député
2514,Laurent Seydoux,Laurent,Seydoux,LJS,https://ge.ch/grandconseil/gc/depute/2514/,https://ge.ch/grandconseil/data/deputes/depute_photo_6d64cc2af0e4d461013e92f68ba9991e.jpg,1967-01-01,"Directeur, LYSOFT SA",m,Député
2513,Masha Alimi,Masha,Alimi,LJS,https://ge.ch/grandconseil/gc/depute/2513/,https://ge.ch/grandconseil/data/deputes/depute_photo_0c0d5e8346972696b7fab4ce72956224.jpg,1962-01-01,,f,Députée
2510,Skender Salihi,Skender,Salihi,MCG,https://ge.ch/grandconseil/gc/depute/2510/,https://ge.ch/grandconseil/data/deputes/depute_photo_86b294ff1cebb0e2d51c11caae91589f.jpg,1988-01-01,Policier. Etat de Genève,m,Député
2509,Jacklean Kalibala,Jacklean,Kalibala,S,https://ge.ch/grandconseil/gc/depute/2509/,https://ge.ch/grandconseil/data/deputes/depute_photo_9d97577ee853852711acd1b665f220c0.jpg,1986-01-01,Médecin,f,Députée
2508,François Erard,François,Erard,LC,https://ge.ch/grandconseil/gc/depute/2508/,https://ge.ch/grandconseil/data/deputes/depute_photo_2b4b60e0dc399e1c9b323a3e74f3be1d.jpg,1959-01-01,Retraité,m,Député
2512,Arber Jahija,Arber,Jahija,MCG,https://ge.ch/grandconseil/gc/depute/2512/,https://ge.ch/grandconseil/data/deputes/depute_photo_9eff3bcfdd1cd1f20f916ecee6805c84.jpg,1990-01-01,"Employé administratif, Etat de Genève (Police)",m,Député
2505,Emilie Fernandez,Emilie,Fernandez,Ve,https://ge.ch/grandconseil/gc/depute/2505/,https://ge.ch/grandconseil/data/deputes/depute_photo_3bfc9c67ed5a5d9d42ebef3596dcc638.jpg,1980-01-01,"Co-directrice, Association Matériuum",f,Députée
2504,Celine van Till,Celine,van Till,PLR,https://ge.ch/grandconseil/gc/depute/2504/,https://ge.ch/grandconseil/data/deputes/depute_photo_83fff45b455ffc4f08450963c587a7ac.jpg,1991-01-01,"Directrice, Lead 2 Progress SA",f,Députée
2507,Jean-Pierre Tombola,Jean-Pierre,Tombola,S,https://ge.ch/grandconseil/gc/depute/2507/,https://ge.ch/grandconseil/data/deputes/depute_photo_9d838b2b33b2d42fa165b693cd29a512.jpg,1965-01-01,"Adjoint administratif, Etat de Genève",m,Député
2500,Alia Chaker Mangeat,Alia,Chaker Mangeat,LC,https://ge.ch/grandconseil/gc/depute/2500/,https://ge.ch/grandconseil/data/deputes/depute_photo_01ea74af211751f9cb1a57b9391ffbc7.jpg,1968-01-01,Avocate fiscaliste,f,Députée
2503,Marc Saudan,Marc,Saudan,LJS,https://ge.ch/grandconseil/gc/depute/2503/,https://ge.ch/grandconseil/data/deputes/depute_photo_2439bdaced33de16eb7a042c176d9cf4.jpg,1966-01-01,Médecin,m,Député
2498,Rémy Burri,Rémy,Burri,PLR,https://ge.ch/grandconseil/gc/depute/2498/,https://ge.ch/grandconseil/data/deputes/depute_photo_4ecc0d5ef802976d386bfab968325f7a.jpg,1962-01-01,"Directeur, GCT Sàrl",m,Député suppléant
2491,Gabriela Sonderegger,Gabriela,Sonderegger,MCG,https://ge.ch/grandconseil/gc/depute/2491/,https://ge.ch/grandconseil/data/deputes/depute_photo_095821eb81d92f0ec22a8b1896597bc9.jpg,1961-01-01,"Cadre transport aérien, Swissport",f,Députée
2476,Virna Conti,Virna,Conti,UDC,https://ge.ch/grandconseil/gc/depute/2476/,https://ge.ch/grandconseil/data/deputes/depute_photo_52a255d3b7aeff7a32383e24f02ae971.jpg,1995-01-01,"Stagiaire-notaire, Etude de Me Alexandre Balser",f,Députée
2475,Dilara Bayrak,Dilara,Bayrak,Ve,https://ge.ch/grandconseil/gc/depute/2475/,https://ge.ch/grandconseil/data/deputes/depute_photo_94b7d264cf9b0a546537e9d33a3c6468.jpg,1997-01-01,"Avocate, Odier Halpérin & Associés Sàrl",f,Députée
2473,Sébastien Desfayes,Sébastien,Desfayes,LC,https://ge.ch/grandconseil/gc/depute/2473/,https://ge.ch/grandconseil/data/deputes/depute_photo_455f4713caf81674240fa2179de6e5f5.jpg,1971-01-01,"Avocat, de Boccard Associés SA",m,Député
2471,Joëlle Fiss,Joëlle,Fiss,PLR,https://ge.ch/grandconseil/gc/depute/2471/,https://ge.ch/grandconseil/data/deputes/depute_photo_9230611c607b92da7c671d6bb25e8b24.jpg,1975-01-01,Analyste des droits de l’Homme aux organisations internationales,f,Députée
2464,Souheil Sayegh,Souheil,Sayegh,LC,https://ge.ch/grandconseil/gc/depute/2464/,https://ge.ch/grandconseil/data/deputes/depute_photo_2677e81c4799e68d28fdf6d44cb3dd1c.jpg,1972-01-01,Médecin du sport,m,Député
2465,Vincent Subilia,Vincent,Subilia,PLR,https://ge.ch/grandconseil/gc/depute/2465/,https://ge.ch/grandconseil/data/deputes/depute_photo_1612ef633ccb76118b545fc53fa19cce.jpg,1975-01-01,"Directeur général, Chambre de commerce, d’industrie et des services de Genève",m,Député
2463,Xhevrie Osmani,Xhevrie,Osmani,S,https://ge.ch/grandconseil/gc/depute/2463/,https://ge.ch/grandconseil/data/deputes/depute_photo_5dd5ec1475fbda418fe1e935fa7f7009.jpg,1992-01-01,,f,Députée
2459,Diego Esteban,Diego,Esteban,S,https://ge.ch/grandconseil/gc/depute/2459/,https://ge.ch/grandconseil/data/deputes/depute_photo_3e40b395e7c04e1d4246eef04f3840bb.jpg,1993-01-01,"Coordinateur, ATE - Genève",m,Député
2461,Natacha Buffet-Desfayes,Natacha,Buffet-Desfayes,PLR,https://ge.ch/grandconseil/gc/depute/2461/,https://ge.ch/grandconseil/data/deputes/depute_photo_0f0ef91486f9e48cc8959a930f24664c.jpg,1982-01-01,"Enseignante, DIP",f,Députée
2453,François Wolfisberg,François,Wolfisberg,PLR,https://ge.ch/grandconseil/gc/depute/2453/,https://ge.ch/grandconseil/data/deputes/depute_photo_a79aa926755d4e6bc57dbb572ee97a13.jpg,1962-01-01,"Chef d’entreprise, Boulangerie WOLFISBERG SA",m,Député
2451,Fabienne Monbaron,Fabienne,Monbaron,PLR,https://ge.ch/grandconseil/gc/depute/2451/,https://ge.ch/grandconseil/data/deputes/depute_photo_e92fb46c45f4cc94a640f8dfb39ead2c.jpg,1970-01-01,"Conseillère administrative, Mairie de Plan-les-Ouates",f,Députée
2448,Jennifer Conti,Jennifer,Conti,S,https://ge.ch/grandconseil/gc/depute/2448/,https://ge.ch/grandconseil/data/deputes/depute_photo_62ea60c46ec803006ad543a6193e178f.jpg,1984-01-01,"Responsable qualité, Réalise",f,Députée
2449,Grégoire Carasso,Grégoire,Carasso,S,https://ge.ch/grandconseil/gc/depute/2449/,https://ge.ch/grandconseil/data/deputes/depute_photo_44da8714b24acfcb89c0c09f491f9556.jpg,1980-01-01,"Codirecteur, Cafés Carasso / Chargé de cours, Université de Genève",m,Député
2447,Diane Barbier-Mueller,Diane,Barbier-Mueller,PLR,https://ge.ch/grandconseil/gc/depute/2447/,https://ge.ch/grandconseil/data/deputes/depute_photo_67258649218e146670083c240bafefbb.jpg,1990-01-01,"Administratrice d’une régie immobilière, Pilet & Renaud",f,Députée
2443,Francine de Planta,Francine,de Planta,PLR,https://ge.ch/grandconseil/gc/depute/2443/,https://ge.ch/grandconseil/data/deputes/depute_photo_c512c9e9f1a84736841e97a3efe556bc.jpg,1963-01-01,"Assistante personnelle Senior, Pictet et Cie, Genève",f,Députée
2444,Léna Strasser,Léna,Strasser,S,https://ge.ch/grandconseil/gc/depute/2444/,https://ge.ch/grandconseil/data/deputes/depute_photo_72c1d072ba7d7a94d94821694b9cad87.jpg,1979-01-01,"Répondante dispositif intégration (CDD), OFPC",f,Députée
2441,Jacques Blondin,Jacques,Blondin,LC,https://ge.ch/grandconseil/gc/depute/2441/,https://ge.ch/grandconseil/data/deputes/depute_photo_eaa3d6ff71a79d6839abc3bcf576d1f2.jpg,1952-01-01,,m,Député
2436,Marjorie de Chastonay,Marjorie,de Chastonay,Ve,https://ge.ch/grandconseil/gc/depute/2436/,https://ge.ch/grandconseil/data/deputes/depute_photo_f1eec40fdb8b66e29b433af9a8ed343a.jpg,1975-01-01,"Enseignante, DIP",f,Députée
2433,Rolin Wavre,Rolin,Wavre,PLR,https://ge.ch/grandconseil/gc/depute/2433/,https://ge.ch/grandconseil/data/deputes/depute_photo_b1611cac70ef4e93ba37942c323dcd78.jpg,1963-01-01,Administrateur PME - Enseignant,m,Député
2430,Patricia Bidaux,Patricia,Bidaux,LC,https://ge.ch/grandconseil/gc/depute/2430/,https://ge.ch/grandconseil/data/deputes/depute_photo_328d9af727c56d354edff75249025eb1.jpg,1963-01-01,Paysanne,f,Députée
2428,Sylvain Thévoz,Sylvain,Thévoz,S,https://ge.ch/grandconseil/gc/depute/2428/,https://ge.ch/grandconseil/data/deputes/depute_photo_c915fff739d3fae778744790fbea1271.jpg,1974-01-01,"Travailleur social, Ville de Genève",m,Député
2427,David Martin,David,Martin,Ve,https://ge.ch/grandconseil/gc/depute/2427/,https://ge.ch/grandconseil/data/deputes/depute_photo_a5accc3f5a2df4fb65cee79ed15beed6.jpg,1979-01-01,"Ingénieur en environnement, Bureau DAC",m,Député
2425,Adrien Genecand,Adrien,Genecand,PLR,https://ge.ch/grandconseil/gc/depute/2425/,https://ge.ch/grandconseil/data/deputes/depute_photo_8d0ee3be516ce3100ca9fbecd2ce131b.jpg,1987-01-01,"Directeur adjoint, Julius Bär",m,Député
2421,Ana Roch,Ana,Roch,MCG,https://ge.ch/grandconseil/gc/depute/2421/,https://ge.ch/grandconseil/data/deputes/depute_photo_4b0bb4f764a09824ce72ab815b9d9f27.jpg,1973-01-01,Administratrice,f,Députée
2413,Yves Magnin,Yves,Magnin,LC,https://ge.ch/grandconseil/gc/depute/2413/,https://ge.ch/grandconseil/data/deputes/depute_photo_61c043484e6d0d6e91882af10112981d.jpg,1960-01-01,Avocat,m,Député suppléant
2411,Céline Zuber-Roy,Céline,Zuber-Roy,PLR,https://ge.ch/grandconseil/gc/depute/2411/,https://ge.ch/grandconseil/data/deputes/depute_photo_d81e3c8f2265d73501ec9d614654b05a.jpg,1983-01-01,"Enseignante en droit au secondaire II, DIP",f,Députée
2401,Alexandre de Senarclens,Alexandre,de Senarclens,PLR,https://ge.ch/grandconseil/gc/depute/2401/,https://ge.ch/grandconseil/data/deputes/depute_photo_176ff4d9485976c9608fa2b49f7b283a.jpg,1975-01-01,Avocat,m,Député
24,Pierre Conne,Pierre,Conne,PLR,https://ge.ch/grandconseil/gc/depute/24/,https://ge.ch/grandconseil/data/deputes/depute_photo_328af932f4637992c9b4dbc9d3695a3f.jpg,1952-01-01,"Médecin, Foyer-Handicap",m,Député
2399,Patrick Dimier,Patrick,Dimier,MCG,https://ge.ch/grandconseil/gc/depute/2399/,https://ge.ch/grandconseil/data/deputes/depute_photo_8026a508df3cdbcb5500d3b424018c97.jpg,1950-01-01,Arbitre - Médiateur,m,Député
2392,André Pfeffer,André,Pfeffer,UDC,https://ge.ch/grandconseil/gc/depute/2392/,https://ge.ch/grandconseil/data/deputes/depute_photo_371c81eb9da7930b55dfe016e7589a6a.jpg,1956-01-01,"Retraité, gestionnaire d’une PME",m,Député
2388,Nicole Valiquer Grecuccio,Nicole,Valiquer Grecuccio,S,https://ge.ch/grandconseil/gc/depute/2388/,https://ge.ch/grandconseil/data/deputes/depute_photo_e623b174c0172021e4ee6574c7a8a719.jpg,1960-01-01,"Coordinatrice patrimoine, lieux culturels et territoire, Département du territoire, Etat de Genève",f,Députée suppléante
2380,Danièle Magnin,Danièle,Magnin,MCG,https://ge.ch/grandconseil/gc/depute/2380/,https://ge.ch/grandconseil/data/deputes/depute_photo_f10af1ec2ca950cf024b25b8f6e5ac94.jpg,1952-01-01,Avocate,f,Députée
2382,Christian Flury,Christian,Flury,MCG,https://ge.ch/grandconseil/gc/depute/2382/,https://ge.ch/grandconseil/data/deputes/depute_photo_45b4f1ae3bf673e58bdd313903df397f.jpg,1958-01-01,Retraité,m,Député
2375,François Baertschi,François,Baertschi,MCG,https://ge.ch/grandconseil/gc/depute/2375/,https://ge.ch/grandconseil/data/deputes/depute_photo_2877aaf30f9ecd8020c675c3299e224c.jpg,1960-01-01,"Président du MCG, -",m,Député
2352,Romain de Sainte Marie,Romain,de Sainte Marie,S,https://ge.ch/grandconseil/gc/depute/2352/,https://ge.ch/grandconseil/data/deputes/depute_photo_230074da334470af5ba2efccf9472c9d.jpg,1985-01-01,"Chef de service, Université de Genève",m,Député
2353,Caroline Marti,Caroline,Marti,S,https://ge.ch/grandconseil/gc/depute/2353/,https://ge.ch/grandconseil/data/deputes/depute_photo_d6b8060d997ab7304404d549d84b7f44.jpg,1989-01-01,"Secrétaire générale, Groupement des coopératives d’habitation genevoises",f,Députée
2350,Jean-Charles Rielle,Jean-Charles,Rielle,S,https://ge.ch/grandconseil/gc/depute/2350/,https://ge.ch/grandconseil/data/deputes/depute_photo_689eb3886a279000bf1d8e9adf02d11f.jpg,1952-01-01,"Médecin, Retraité",m,Député
2344,Yves de Matteis,Yves,de Matteis,Ve,https://ge.ch/grandconseil/gc/depute/2344/,https://ge.ch/grandconseil/data/deputes/depute_photo_7d313140980f806ff73d35fcf42773c3.jpg,1964-01-01,"Fonctionnaire, Etat de Genève",m,Député
2338,Alexis Barbey,Alexis,Barbey,PLR,https://ge.ch/grandconseil/gc/depute/2338/,https://ge.ch/grandconseil/data/deputes/depute_photo_c0104b675f610efe3ffbd0bd59c65a28.jpg,1960-01-01,"Conseiller en affaires publiques, CAP - Conseil en affaires publiques",m,Député
21,Thierry Cerutti,Thierry,Cerutti,MCG,https://ge.ch/grandconseil/gc/depute/21/,https://ge.ch/grandconseil/data/deputes/depute_photo_b2b97a54655d7ea0362751ec87535500.jpg,1970-01-01,"Administrateur - Fonctionnaire, Etat de Genève",m,Député
76,Sandro Pistis,Sandro,Pistis,MCG,https://ge.ch/grandconseil/gc/depute/76/,https://ge.ch/grandconseil/data/deputes/depute_photo_008e9f88f6e2061e49cdda856712837f.jpg,1972-01-01,"Gendarme, Etat de Genève",m,Député
68,Christina Meissner,Christina,Meissner,LC,https://ge.ch/grandconseil/gc/depute/68/,https://ge.ch/grandconseil/data/deputes/depute_photo_f09ca4ed37035a6ba48d8c0484ac71c1.jpg,1959-01-01,"Responsable d’un centre de soins pour animaux, retraitée",f,Députée
65,Patrick Lussi,Patrick,Lussi,UDC,https://ge.ch/grandconseil/gc/depute/65/,https://ge.ch/grandconseil/data/deputes/depute_photo_2e2624efde1e08f4b5d7b236a2995905.jpg,1950-01-01,Retraité,m,Député suppléant
36,Jean-Louis Fazio,Jean-Louis,Fazio,LJS,https://ge.ch/grandconseil/gc/depute/36/,https://ge.ch/grandconseil/data/deputes/depute_photo_53af612cf0b3fd1483d4f7926d09afc8.jpg,1972-01-01,Artisan menuisier,m,Député
2553,Frédéric Saenger,Frédéric,Saenger,LJS,https://ge.ch/grandconseil/gc/depute/2553/,https://ge.ch/grandconseil/data/deputes/depute_photo_82862ed4500d624a1b3999c958683a1c.jpg,1974-01-01,"Ex-directeur de librairie, Consultant",m,Député suppléant
2549,Amar Madani,Amar,Madani,MCG,https://ge.ch/grandconseil/gc/depute/2549/,https://ge.ch/grandconseil/data/deputes/depute_photo_12874d3042a97824b15a0d5f1e00f101.jpg,1962-01-01,Gestionnaire à la poste,m,Député
2541,Thierry Oppikofer,Thierry,Oppikofer,PLR,https://ge.ch/grandconseil/gc/depute/2541/,https://ge.ch/grandconseil/data/deputes/depute_photo_541a20dd6e942d1865e5250685199bf2.jpg,1957-01-01,"Directeur de journal, Journal de l’Immobilier/Phoenix Communication SA",m,Député
2530,Caroline Renold,Caroline,Renold,S,https://ge.ch/grandconseil/gc/depute/2530/,https://ge.ch/grandconseil/data/deputes/depute_photo_6917c30e04f36561257831f5167ff116.jpg,1987-01-01,"Juriste, ASLOCA Genève et Avocate indépendante, ZLB & Associés",f,Députée
